"id","user_id","gender","year_of_birth","education","chatbot_interaction_frequency","familiarity_with_GPT","expt_aware","expt_aware_details","source","study","sona_credit_granted","emotion","intelligence","strategy","strategy_change","accuracy_estimate","other"
1092,2773,"M",2001,2,3,2,FALSE,NA,2,NA,FALSE,1,5,"I looked at grammar and punctuation. Most people tend to not care while ai tends to be overly formal","The last round I encountered an unusually aggressive witness. They were determined to give me nothing so initially thought they were ai but they began to use expletives nonsensically.",2,"It’s was very fun but moderation in the form of prewritten questions for the interrogator would be helpful."
1095,2776,"F",2004,3,1,2,TRUE,NA,2,NA,FALSE,3,5,"I didn't really have a method; I looked at how specific their answers were, if they were too casual or too formal, but I was just guessing based off of intuition.","Yes, I started asking more specific questions like what the weather is like to see how specific and accurate their answers would be.",2,"N/A"
1096,2777,"F",2006,2,3,2,FALSE,NA,2,NA,FALSE,3,4,"I tried using a lot of language that people in my age group would use that AI would not recognize. I also asked a lot of question related to UCSD and UCSD culture that AI might not know.","It didn't change much, I started asking what people's name was though because I found that to be a good tell.",4,"It was really fun!"
1097,2778,"F",2003,3,1,2,FALSE,NA,2,NA,FALSE,3,5,"Mainly the language they used when they responded and the flow of the conversation.","No I wouldn't say so. I would just see if the energy was reciprocated back.",3,"n/a"
1100,2805,"F",2003,2,4,4,FALSE,NA,2,NA,FALSE,4,3,"asking them gen z slang and seeing what kind of language they used when typing.","kind of, depends on the people if they know slang.",4,"no"
1105,2816,"F",2004,2,3,2,FALSE,NA,2,NA,FALSE,4,5,"I know ai cannot get personal so I tried to get under their skin a little bit.","Yes, because it was harder to decide who was ai",2,"no"
1112,2834,"F",2006,2,3,2,FALSE,NA,2,NA,FALSE,3,4,"I asked them personal questions related to UCSD","yes, I asked more specific questions",3,"It was very fun i liked it"
1117,2843,"M",2003,3,3,3,FALSE,NA,2,NA,FALSE,4,4,"lingo, being unformal and saying stuff ai cant say","not really",2,"not really i think its a cool concept"
1118,2845,"F",2004,3,3,2,FALSE,NA,2,NA,FALSE,2,4,"i just tried to get a good vibe from them and if they said more niche things I assumed they were humans. i feel like things like classes and dorms and stuff are very easy to put into an ai model but things like someone having dead parents or talking about triple dippers are very human things.","initially i judged based on how into the conversation they were but after some time I realized some students don't care and aren't into the conversations so that wasn't a good marker and instead I tried asking them questions that would be harder for an AI model to know",3,NA
1120,2847,"F",2006,2,4,2,FALSE,NA,2,NA,FALSE,3,4,"I asked them personal questions and tried to see how formally they would answer the question. I tested to see if I could have a genuine conversation with them.","Not really i used the same method.",4,"no!"
1121,2850,"F",2005,2,4,3,FALSE,NA,2,NA,FALSE,3,4,"My approach was to be honest and to ask questions about what class they are using the credits for–––by being specific, I feel like it was quite easy to figure out which witness was the both and which witness was human.","At first I wasn't sure which questions to ask, but with each experiment I also observed how I would be interacted with when I was the witness, so it progressed with that.",3,"I think it's great!"
1123,2861,"F",2003,2,3,2,FALSE,NA,2,NA,FALSE,2,4,"The chatbots response to basic greetings usually told me whether or not they were human or AI, since it did have a consistent conversational flow.","No, it pretty much stayed the same.",4,"N/A"
1130,2905,"M",2003,2,3,2,TRUE,NA,2,NA,FALSE,3,3,"Ask about Greek life","Yeah I was asking about school first",4,"No"
1131,2906,"F",2006,2,3,1,FALSE,NA,2,NA,FALSE,3,4,"I asked the witness how their morning was so far and went deeper into discussing their day like what they ate or what classes they have today.","It didn't change much.",3,"No"
1132,2907,"F",2006,2,3,2,FALSE,NA,2,NA,FALSE,4,5,"I tried to ask questions only UCSD students would know. I also tried picking up on their response time, how often they used slang, and how natural the flow of conversation was going.","They did, I tried asking more questions that Gen-Z people would know.",3,"Nope"
1135,2911,"F",2006,2,3,2,FALSE,NA,2,NA,FALSE,3,5,"Whether they knew specific things or if the way they talked","no",2,"no"
1136,2912,"F",2006,3,1,2,FALSE,NA,2,NA,FALSE,3,4,"I was trying to see what was most similar to how I respond.","A little bit because I had look at the small differences.",4,"nope"
1142,2918,"M",2006,2,3,1,FALSE,NA,2,NA,FALSE,2,4,"I tried to use acronyms, or like social media culture language that maybe AI cant decipher. Also, I would try to create a more formal conversation to distinguish how AI responds very formally and punctual rather than Humans who have time to think more in depth.","Yes, At first I was just asking random questions to start conversations, but after I started to realize how to the trick the AI I asked those type of questions.",2,"Try to give question prompts maybe for the interrogator to create conversations. But overall the experiment was fun."
1144,2920,"F",2000,2,4,2,FALSE,NA,2,NA,FALSE,3,4,"Ask them a random question or very revelent question to see their tone","Yes, I see a good question from other I copy that",2,"Some AI are too much slur"
1147,2923,"M",2006,2,3,2,FALSE,NA,2,NA,FALSE,2,3,"I just sort of asked the AI personal, or school centric information that I knew only the students here at UCSD would know.","I went from just asking the participants general stuff, and started narrowing down my questions like going to questions such as ""what classes are you doing this for?""",3,"I think the experiment was fun."
1150,2927,"M",2004,2,3,2,FALSE,NA,2,NA,FALSE,3,3,"aske personal questions","yes i asked personal question but also question that the ai should not be able to answer",3,"no"
1151,2930,"M",2006,2,1,2,FALSE,NA,2,NA,FALSE,3,2,"my approach was to greet them in a very informal manner and depending on the response I'd determine if they were a human or AI. One method I saw was to ask both witnesses and expect a response.","I did change my method by taking about previous test I did and trying to relate to the witness.",4,"I thought the AI's responses were a little predicable."
1152,2931,NA,NA,NA,NA,NA,FALSE,NA,2,NA,FALSE,0,0,NA,NA,0,NA
1155,2934,"F",2004,3,3,2,FALSE,NA,2,NA,FALSE,3,3,"I used gen z slang to see if they recognized the vocabulary","no, i think my method was pretty effective",2,"i think that improving the Ai models to recognize slang, type in lowercase etc when interacting with college students would make it more difficult"
1162,2941,"F",2002,2,2,2,FALSE,NA,2,NA,FALSE,3,4,"I analyzed how they spoke and if it were similar to that of a human, specifically college students. I can determine if they are human or not if they use slang, do not capitalize, not formal, etc. I have a good guess as to whether the participant is human using these factors due to my peers speaking in a similar way.","No",2,"N/A"
1171,2992,"F",2005,2,4,3,FALSE,NA,2,NA,FALSE,4,5,"The way they talked","No it didn’t",3,NA
1175,2996,"N",2003,2,2,2,FALSE,NA,2,NA,FALSE,2,2,"I asked about recent events, colloquial terms,  and tiktoks. I could tell based off grammar usage, whether they used phrases like ""fr"" and ""ngl"" in the correct place/a natural manner.","I stopped with greetings and went straight to an opening question about tiktok.",4,"No"
1177,2998,"F",2004,2,2,3,FALSE,NA,2,NA,FALSE,2,3,"If they were more formal, use proper punctuation, and would ask me a question back.","Not much. I would ask questions about classes or sona",3,"loved the experiment!"
1180,3001,NA,NA,NA,NA,NA,FALSE,NA,2,NA,FALSE,0,0,NA,NA,0,NA
1186,3007,"F",2005,2,3,2,FALSE,NA,2,NA,FALSE,3,4,"I look at whether they typed with a style (no proper spelling or capitalization, using slang, etc.) and whether they demonstrate humor. I also asked complicated questions like ""what's a party trick you can do?"" and it'll have to make sense. If they also said something that particularly makes them stand out, not a generic answer, then that's also a sign.","I only adopted the ""what's a party trick you can do"" question after 3-ish rounds. I also started using more consideration after my second round being the interrogator because A and B were pretty close in the second round.",2,"Not really, it was fun though. I enjoyed it and maybe I'll try the turingtest on my own."
1190,3012,"F",1999,3,2,2,FALSE,NA,2,NA,FALSE,3,5,"It was really obvious because the bots were a lot more formal.","No.",2,NA
1191,3013,"M",2003,2,3,2,FALSE,NA,2,NA,FALSE,2,5,"I just asked questions that were like personal opinions and the chatbots usually give more robotic answers to those.","Not really, I kinda took to the same plan the whole time.",2,"I do not"
1197,3019,"M",2005,2,4,3,FALSE,NA,2,NA,FALSE,4,5,"I tried to take advantage of the fact that we might all be ucsd students and tried to extract real world information from them. I even got one of the AIs to recite to me who Alan Turing is which was pretty interesting. I thought that the more the person sounded like a student the better the odd were that it actually was a student here at ucsd.","They got a little tricky when both witnesses gave me a real location at ucsd, then I got scared because I knew it was onto me. So then I started to rely on my own knowledge of outside events and also hobbies to find out.",3,"This was really cool do more stuff like this!!!"
1200,3022,"M",2002,2,4,3,FALSE,NA,2,NA,FALSE,4,1,"I was looking for typing patterns and colloquialisms. One specific thing I was looking at was how fast after I asked the question did the Witness begin typing, the ones that I judged as AI always began typing much faster than the ones that I judged human. I also looked for typical slang and typing patterns that people would use that an AI might not be trained in yet.","Yes, I started to ask the Witnesses if they were human, and specific information about their backgrounds. To the answer of being human, the ones I deemed AI responded much more certainly and lengthily than the Witnesses I deemed human. Additionally, the ones I deemed as AI were much more ambiguous about their backgrounds.",3,"It was very fun!"
1201,3023,"F",2003,3,3,2,FALSE,NA,2,NA,FALSE,2,5,"Relatability, conventional chatting methods, naturalness, flow of conversation.","Yes, i had to be more analytical of responses after the first round because it was getting hard to distinguish",2,NA
1209,3031,"F",2006,2,3,2,FALSE,NA,2,NA,FALSE,2,4,"I tried to see how much slang they used, how much they elaborated, if they mentioned any specific places.","No.",2,"n/a"
1214,3038,"F",2004,2,2,2,FALSE,NA,2,NA,FALSE,1,2,"If the Witness seemed too formal, I decided it was AI.","No",3,"No"
1217,3041,"F",2004,2,3,2,FALSE,NA,2,NA,FALSE,2,4,"i would go based off consistency,  i don't think humans would randomly switch from uppercase to lowercase in the same message. i would also note the frequency and use of slang","at first i would just say hello how r u doing but as it progressed i just started asking more random questions n trying to get them to talk more in depth",3,"this was fun!"
1222,3047,"F",2005,2,2,3,TRUE,NA,2,NA,FALSE,3,5,"My approach was deciding whether which witness was more informal in their responses. Moreover, I also decided based on if the witness understood more references to the school, sd, or mainstream ideas. I found that the witness I thought to be AI were more vague in their responses whereas the witness that I thought to be human more relatable as a student.","My approach only changed in the very last round I was an interrogator as both witnesses were very informal when messaging. Hence, I tried paying more attention to how relatable they were as a student and if they understood references about UCSD or San diego.",3,NA
1233,3058,"F",2003,2,3,4,FALSE,NA,2,NA,FALSE,3,5,"I asked questions that appeal to people my age and tried to see if they would match my energy.","Slightly. I started incorporating more specific questions.",3,"No! Super fun"
1237,3064,"M",2005,2,3,3,FALSE,NA,2,NA,FALSE,4,5,"I would just see how formal they are and how they would respond to some personal question.","It did not change.",3,"no"
1238,3065,"F",2006,2,3,2,FALSE,NA,2,NA,FALSE,4,4,"I made references of inside jokes that people would commonly know if they use TikTok. I didn’t wan to ask information about them. I also tried to figure out the way they typed","No it stayed the same",2,"It was really fun"
1239,3066,"F",2005,2,2,2,FALSE,NA,2,NA,FALSE,2,3,"i would ask them questions about pop culture","kinda but it always worked for me",4,"n/a, very fun tho"
1241,3068,"F",2003,3,4,2,FALSE,NA,2,NA,FALSE,3,2,"I was looking at their tone of voice","i noticed that if people were acting a little bit too excited it was definitely a bot",3,NA
1246,3073,"F",2004,2,2,2,FALSE,NA,2,NA,FALSE,3,4,"I tried to ask very specific questions, or just outlandish questions.If their responses were too specfic that was a sign of AI or if was too general that was also a sign of ai.","Sometimes, I asked the same question to see if I'd get the same response over and over again. This would tell me if the witness was an AI or not, but it didn't work out so i stopped doing it.",2,"This was fun."
1252,3079,"F",2006,2,3,3,FALSE,NA,2,NA,FALSE,4,4,"I started out asking about the actual experiment and crime but then realized the human witness though I was AI. Then I just decided to do small talk, which had immediately given away the AI in its punctuation and responses.","Yes, I realized what information about it I knew. Such as yesterday's weather. I purposely gave it false information: it was NOT a nice day for the beach. Even questioning the strangeness of AI.",3,"Just felt like I was talking to ChatGPT. It was a cool experiment"
1256,3083,"F",2005,2,3,2,FALSE,NA,2,NA,FALSE,2,5,"I mainly focused on the way that they would type and the formality of the responses. I felt like the humans would type in all lowercase and be a lot less formal and the AI would be more formal and use more punctuation.","It stayed pretty much the same throughout the experiment although there was one time that I was a bit stumped because both the chats were using laid-back language and typing in lowercase.  So in that case I said the person that was human was the one that gave me more specific answers.",3,"No"
1258,3085,"F",2004,2,3,2,FALSE,NA,2,NA,FALSE,4,4,"I tried to see who's answers were either thought out or more personal.","No",3,"N/A"
1267,3100,"F",2006,2,3,2,FALSE,NA,2,NA,FALSE,3,4,"I just looked at their writing styles if they were consistent or not.","My approach changed a bit when the messages didn't have much effort. So in order to combat this I tried to see how much emotion was used in the messages; the more emotion used and how specific they were made me think the Witness was a human.",1,"N/A"
1268,3109,"M",2003,2,3,3,TRUE,NA,2,NA,FALSE,3,5,"My approach in deciding whether a Witness was human or an AI was based, if not entirely, upon how they reciprocated. I would engage the witnesses as if they were both human and I would gauge how connective their responses were to my questions. I did this because I honestly didn't have a thoughtful plan to work with.","It changed somewhat because I could immediately guess who the human was because the AI was more social and formal. There is an internal discrepancy understood in my brain between situations involving strangers and friends, and the AI was talking as if they knew me already. However, my perspective changed when both witnesses became more comparative. The AI in the later rounds became more devoid of emotion. I became more vigilant against that behavior.",4,"No."
1270,3112,"F",2004,2,4,3,FALSE,NA,2,NA,FALSE,4,4,"I asked questions that AI can't like personal questions and made sure to pay attention to whether the Witness used proper punctuation, grammar, and capitalization.","They didn't, but I did question myself in the case that the AI would also adapt.",4,"I thought that the experiment was incredibly fun."
1274,3116,"F",2004,2,1,1,FALSE,NA,2,NA,FALSE,4,3,"humans type in lower case","no",4,"no"
1278,3120,"M",2004,2,3,2,FALSE,NA,2,NA,FALSE,3,5,"I asked them specific questions about ucsd, that students should know the answer to.","I feel like the ai got more human as time went on.",3,"This was fun"
1280,3122,"F",2005,2,3,4,FALSE,NA,2,NA,FALSE,3,4,"i tried asking personal questions, or questions that I would know for sure if the answer was made up. For example I asked them about their classes at ucsd","it didn't change",3,NA
1284,3126,"F",2003,2,3,1,FALSE,NA,2,NA,FALSE,3,5,"how they texted and how much they knew regarding social media.","yeah i at first wondered if they were students but that too easy to fake so i decided it is best so ask things about social media.",3,"This was very fun actually I had a blasted but honestly I thought we picked which one we thought was AI, and I think that is where I messed up instead of picking which one is human. I apologize."
1285,3127,"F",2005,2,3,3,FALSE,NA,2,NA,FALSE,3,5,"I used recent meme references to fish out the AI because it wouldn't understand or think it was funny.","No not really.",4,"No"
1286,3128,"F",2004,2,3,2,FALSE,NA,2,NA,FALSE,2,4,"I tried to talk about ucsd things because I figured ai wouldn’t really know specifics of our campus. I also wanted to ask about their day to see what sounded realistic.","Not really",2,"No I think it’s a really interesting study and I look forward to seeing the outcome"
1290,3132,"F",2004,2,1,3,FALSE,NA,2,NA,FALSE,2,3,"Asking specific questions about ucsd rather than generic questions","Specified my questions more",3,"n/a"
1291,3133,"F",2003,2,2,2,TRUE,NA,2,NA,FALSE,3,4,"I decided based on acronyms and punctuation. Humans usually use more acronyms and not so much punctuation. AI on the other hand usually doesn't use acronyms and uses a lot of punctuation. I just asked questions about the school and classes because those can have nuances that AI can't really find online like them mistaking the question ""What college are you from"" and answering with UCSD, instead of the specific colleges.","Yes it changed during the experiment. It felt like the AI was adapting like it was analyzing our chats so I had to change to ask about TV shows, although that was not much help. I just tried to draw out more personality since both witnesses would give short answers.",4,"It was super fun. I don't know if you guys programmed the AI differently as the rounds progressed but it felt like it started as some kind of base model and then was analyzing the developing conversations we were having to blend in better towards the end. I initially thought it was really easy to tell, but then started having trouble a couple rounds in."
1292,3134,"F",2005,2,3,1,FALSE,NA,2,NA,FALSE,2,4,"my approach was first trying to see if who i was interacting with was in my age range, so i would say references to an app called tiktok or slang that people around my age use. i would also sometimes would try saying things that would be out of context or message them what i would message a friend and see how they respond. most of the time people my age will go along with conversations that are entertaining and will implement some sort of creative writing .","at one point it did, i decided to go with a more intimate approach like maybe asking something that was more personal.",4,"i think it would be cool if emojis were implemented somehow or gifs. my overall thoughts are positive i thought it was a really entertaining experiment!"
1298,3140,"F",2001,2,3,4,FALSE,NA,2,NA,FALSE,5,4,"I could tell it's an AI or not because the conversation seems out of topic or not like a normal. I use logical consistency.","No.",3,"N/A"
1299,3141,"N",2005,2,2,3,TRUE,NA,2,NA,FALSE,2,4,"I tried asking them how they are and what they did, and their favorite shows.","I saw some other people ask about campus and classes so I tried the same. Same thing with asking where I was from.",2,"If I'm wrong about more than half then dang. I talked to some cool people and I wish I could talk to them more."
1303,3145,"F",2005,2,1,1,FALSE,NA,2,NA,FALSE,3,4,"I asked simple questions or what their favorite memory was.","No they didn’t really change because I didn’t know if I got them right.",2,"no"
1309,3155,"F",2006,2,1,2,FALSE,NA,2,NA,FALSE,3,4,"I just asked questions I would ask a normal person","Not in particular",1,"n/a"
1310,3156,"F",2003,2,4,4,FALSE,NA,2,NA,FALSE,4,2,"If they used slang, or misspelled some words, or if they had a casual flow in conversation, they were probably human.","Not really?
",3,"Thanks for your hard work!"
1311,3160,"F",2003,2,2,2,FALSE,NA,2,NA,FALSE,4,3,"I just wanted to see what a real person of this time would say and how they would reply. I watched their lingo.","Yes, I was first looking for proper replies but then realized the AI was pretending to be human.",3,"No"
1316,3165,"M",2006,2,4,2,FALSE,NA,2,NA,FALSE,2,2,"I took note of how fast the responses were, the punctuation (grammar) e.g. commas, capitalizations, etc. The actual content of messages is pretty easy to distinguish between human and AI.","no",3,"I did a couple rounds that straight up didnt count, so I would fix that"
1318,3172,"F",2002,2,1,2,FALSE,NA,2,NA,FALSE,2,4,"I tried to ask questions I knew a human would answer more personally and would ask more specific things after their answer that an AI would mess up on answering.","Not really, at first I thought it was more crime dependent but then I realized it was just a chat so I switched to more friendly and open questions.",3,"This was a really cool experiment"
1320,3178,"M",2004,2,3,2,FALSE,NA,2,NA,FALSE,2,3,"It was the personability of the Witness and seeing if their answers were supported but not considerably lengthy with filler details. In some cases, both were short but the one that was too generalized was more likely to be the AI.","Just evaluations of personability changed, whereas most things were not changing throughout the duration of the study.",3,"I do not!"
1321,3182,NA,NA,NA,NA,NA,FALSE,NA,2,NA,FALSE,0,0,NA,NA,0,NA
1322,3183,"M",2006,2,1,3,FALSE,NA,2,NA,FALSE,2,4,"I honestly didn't have much of a strategy at first. I just asked small talk questions and see which Witness' responses felt more natural.","Over time, I felt like I could spot some giveaway factors that a Witness could be AI, such as sayings like ""wbu"" feeling repetitive or out of place in their responses.",3,"While its sort of possible to tell if a conversation is AI by actively analyzing it, its responses usually didn't appear obviously artificial either. If I wasn't tasked to guess if the responses were AI, I probably would've been tricked to believe that they were real."
1323,3184,"F",2003,2,1,1,FALSE,NA,2,NA,FALSE,3,4,"I mostly went off of vibes","I feel like it worked better to ask future type questions so I would do more of that going forward.",2,NA
1324,3185,"F",2003,2,4,1,FALSE,NA,2,NA,FALSE,3,4,"I asked personal questions, looked out for shorthand, texting slang, and how much information they were willing to reveal","I started off talking very professionally, then realized I could ask more outlandish questions, but in the later rounds it got harder to distinguish because it started to adapt to my commentary",3,NA
1325,3186,"F",2004,2,1,2,TRUE,NA,2,NA,FALSE,3,4,"I was trying to look for more personal answers to indicate humanness. I also paid attention to their typing/texting style for less formal responses.","Not really. AIs are programmed to be pretty human, so I asked more about recent things.",1,"It was difficult to keep up with 2 conversations, but I got the hang of it later on."
1326,3187,NA,NA,NA,NA,NA,FALSE,NA,2,NA,FALSE,0,0,NA,NA,0,NA
1331,3209,"M",2003,3,4,4,FALSE,NA,2,NA,FALSE,3,3,"Use modern trends or things maybe the AI couldn't say","I think I got more efficient",4,NA
1339,3252,"F",2006,2,3,1,FALSE,NA,2,NA,FALSE,2,4,"I just looked at how they talked and used slang and spelling errors","kinda. I started spelling things wrong",2,NA
1340,3253,"F",2004,2,2,2,FALSE,NA,2,NA,FALSE,2,4,"Looked for todays slang, nonchalance, and an ideal day for a college student.","It did because the chat boxes became a lot more believable throughout the study",3,"it was a fun study"
1342,3255,"F",2003,3,4,2,FALSE,NA,2,NA,FALSE,4,3,"I asked questions only students my age would know","yes for some because some of them sounded both like AI",4,"None!"
1343,3256,"F",2003,2,3,2,FALSE,NA,2,NA,FALSE,3,5,"Language use (slang)","Yeah someone asked me why I’m asking about school so I stopped that lmao 
",3,NA
1348,3261,"F",2003,2,2,2,FALSE,NA,2,NA,FALSE,3,4,"I would think about how the conversation flowed and how long it would take them to reply based on the question asked.","No, it stayed the same throughout.",2,"It was fun!"
1351,3264,"M",2002,2,2,2,FALSE,NA,2,NA,FALSE,4,4,"Looking for cues like, words: lol, fr, and other. That really tells whether its a human or not.","No, I kept it the same and it helped.",3,"Really good."
1352,3265,"F",2004,2,2,2,FALSE,NA,2,NA,FALSE,3,4,"I would say the texting language, if it was informal I would believe that it would be a human, if it was too formal, then I would say it is AI.","Yes, I tried asking very specific questions, like whats your fav food at this place and so on. Just specific questions to evoke specific responses.",2,"It was interesting to chat with other people on campus and try to figure out if they were really a student or bot."
1354,3267,"F",2004,2,3,2,FALSE,NA,2,NA,FALSE,2,4,"I mainly asked simple questions or online references that need a certain level of detail to get. Additionally, in the beginning, the grammar and texting skills of the bot were more formal than the other people.","Yes, after the first three rounds, the texting looked mostly the same between witnesses and would have a few spelling mistakes. I relied more on the content of the answers starting from then on.",3,"It was a pretty cool experiment, I thought it was interesting to see the AI respond to the feedback I gave after a round was done."
1361,3284,"M",2003,3,3,2,FALSE,NA,2,NA,FALSE,3,5,"How formal/informal, speed of reply, whether they asked me questions back","The latter two more towards the end",3,"The AI was very convincing on some rounds"
1367,3298,"F",2006,2,1,1,FALSE,NA,2,NA,FALSE,2,4,"I would check for typos and usage of slang.","No it did not change.",4,"n/a"
1371,3304,"M",2005,3,3,3,FALSE,NA,2,NA,FALSE,4,4,"I would approach them like they were both humans, and check for flow of conversation.","Yes, I would ask pointed questions about themselves, things that may be difficult for AI to answer.",3,"No, thank you for the opportunity, and best of luck with your study!"
1374,3307,"M",2004,2,3,2,TRUE,NA,2,NA,FALSE,3,5,"At first I assumed the chatbots would use formal grammar and not know about campus geography but that wasnt the case. So instead I asked personal questions and checked if they aligned with normal college students such as myself like reading the hunger games or what target you go to etc. Sometimes it was difficult because the AIs also knew where UCSD was and what building there were","Yeah I went from asking facts to personal questions since some of the AIs were prompted to behave like people.",2,"I want to know how many I got right"
1375,3308,"F",2004,2,3,3,FALSE,NA,2,NA,FALSE,3,4,"i first tried to determine through typing styles + language expression, and later tried to ask for personal memories + experiences. can be difficult to make these things up and most humans will have something to talk about","yes! it was interesting how different ai's were prompted to speak; the ones that sounded more personable i had more trouble with + tried to ask for more detailed answers that only a student or human would know (ie what classes with what prof have you taken, favorite memory)",3,"this is super interesting! hope to see result of this study when it's completed"
1376,3309,"F",2004,2,4,2,FALSE,NA,2,NA,FALSE,5,5,"I saw the patterns in what they type. For example, when someone wrote only in lowercase, I reckoned them to be real human, and AI seemed to write in full, complete sentences.","No, I only had one trial.",1,NA
1377,3310,"M",2006,2,2,2,FALSE,NA,2,NA,FALSE,4,5,"I asked them varying random questions and some personal questions. I tried to connect with them as humans and I had a feeling when one was AI.","It changed a little when the Witness I believed to be AI started changing up its jargon. However, my strategy mainly stayed the same. I just asked them questions about tiktok.",4,"I really enjoy this type of thing, and it makes it enjoyable to know that I can differentiate between human and AI."
1379,3322,"F",2004,2,4,2,FALSE,NA,2,NA,FALSE,4,5,"I went in asking questions like how was you weekend and tried building on that. If it seemed like the conversation was ending I would just ask a random question.","As the interrogator, I tried eventually began asking more straightfoward and interesting questions that I could relate to.",4,"I think it would've been more fun if the AI gave more human like responses to make it harder to decide"
1381,3327,"F",2005,2,3,1,FALSE,NA,2,NA,FALSE,3,4,"I looked for whether their phrases were informal or formal. If they were more formal i assumed they were AI and if informal, then human. Also if they kept conversations light and casual. Also the way they text/type is different such as using abbreviations or shorter phrases to explain things and most often with lower case spelling if they were human.","It didn't really change, it was quite easy to identify which one was human or AI. however, i was confused if there was two witnesses that were human for one of my interrogations... because they both talked the same way just as a human would and made playful jokes even.",4,"N/A"
