"id","game_id","interrogator_id","verdict","confidence","reason","is_correct","created_at"
955,1730,1730,"B",100,"a didn't know what i was talking about",FALSE,"2025-03-06T18:17:41Z"
956,1727,1727,"A",28,"there grammar is trying to be to good",FALSE,"2025-03-06T18:18:42Z"
957,1726,1726,"B",20,"Idk tbh",TRUE,"2025-03-06T18:19:15Z"
958,1725,1725,"B",51,"Not really sure, just a hunch",FALSE,"2025-03-06T18:19:39Z"
959,1732,1732,"B",34,"does not know recent news",FALSE,"2025-03-06T18:21:37Z"
960,1729,1729,"B",50,"short responses, abbreviations, no legit opinions, stuff they could've researched",FALSE,"2025-03-06T18:21:50Z"
961,1731,1731,"B",86,"Witness B was not as cooperative as Witness A, and spoke very formally. It also repeated a lot of ym langiage and boucned off of whay I said.",FALSE,"2025-03-06T18:22:41Z"
962,1733,1733,"A",-37,"They were more engaged with me",FALSE,"2025-03-06T18:24:22Z"
963,1735,1735,"B",-82,"ai Only one class besides that, ucsd Need 3",TRUE,"2025-03-06T18:24:35Z"
964,1738,1738,"A",-100,"too formal",FALSE,"2025-03-06T18:25:50Z"
965,1736,1736,"A",85,"didnt tell the truth",TRUE,"2025-03-06T18:26:59Z"
966,1740,1740,"A",-45,"I think both is AI",TRUE,"2025-03-06T18:28:10Z"
967,1737,1737,"A",-80,"witness b's responses were all formatted the same",TRUE,"2025-03-06T18:28:15Z"
968,1741,1741,"A",60,"person seemed more human
",FALSE,"2025-03-06T18:29:10Z"
969,1739,1739,"B",-1,"Witness A was aware that witness B was on the other end and I was chatting to them.",FALSE,"2025-03-06T18:30:21Z"
970,1744,1744,"A",-68,"witness B used language that was outdated",TRUE,"2025-03-06T18:31:04Z"
971,1742,1742,"B",78,"knew niche memes and didn't know icam which most people don't but witness a did know icam. i also feel like the ai uses courses to try and convince their humans and are students but I feel like students don't actually talk that much about courses or at least my friends dont",TRUE,"2025-03-06T18:32:58Z"
972,1743,1743,"B",56,"Idk",TRUE,"2025-03-06T18:33:24Z"
973,1745,1745,"A",-84,"witness B is taking a weird combination of classes. witness a felt more personal",TRUE,"2025-03-06T18:34:34Z"
974,1746,1746,"B",20,"Witness A's answers took a while and sounded formal",FALSE,"2025-03-06T18:36:33Z"
975,1747,1747,"A",-70,"Witsness B has no spelling errors and types very formally and quickly as well, there is no margin for error.",TRUE,"2025-03-06T18:38:20Z"
976,1748,1748,"A",-84,"used more common language. witness B had werid responses",TRUE,"2025-03-06T18:40:16Z"
977,1750,1750,"B",53,"Idk",FALSE,"2025-03-06T18:41:56Z"
978,1751,1751,"A",-100,"sounds pesonable",TRUE,"2025-03-06T21:59:08Z"
979,1752,1752,"A",-100,"They were less formal in their writing and i felt i had a genuine conversation with them",FALSE,"2025-03-06T22:03:45Z"
980,1754,1754,"B",100,"Witness B was able to use slang and give me more specific answers to my question",TRUE,"2025-03-06T22:03:59Z"
981,1756,1756,"A",-59,"witness A is typing in lowercase",TRUE,"2025-03-06T22:05:21Z"
982,1755,1755,"B",79,"Participant spoke like a real human",FALSE,"2025-03-06T22:05:58Z"
983,1757,1757,"B",72,"Witness B was able to conversate with a more relaxed tone and the conversation flowed easier",FALSE,"2025-03-06T22:09:14Z"
984,1758,1758,"A",-90,"used more common gen z language and also knew common facts about ucsd that witness b was consistently getting incorrect",TRUE,"2025-03-06T22:10:41Z"
985,1759,1759,"B",100,"informal language",FALSE,"2025-03-06T22:11:04Z"
986,1760,1760,"A",-100,"very interesting conversation",TRUE,"2025-03-06T22:11:25Z"
987,1761,1761,"A",-86,"They answered quickly",FALSE,"2025-03-06T22:15:18Z"
988,1763,1763,"B",100,"they are a ucsd student for sure and not mean like the witness a
",TRUE,"2025-03-06T22:15:24Z"
989,1762,1762,"B",81,"Witness A was just too robotic, the sentences just seem too structured",TRUE,"2025-03-06T22:15:58Z"
990,1764,1764,"B",75,"Their way of speak is more informal, and they were quick to answer their plans",TRUE,"2025-03-06T22:18:49Z"
991,1766,1766,"A",-100,"could hold conversation and was answering my questions correctly",TRUE,"2025-03-06T22:19:37Z"
992,1765,1765,"A",-100,"acted more humasn like",TRUE,"2025-03-06T22:20:38Z"
993,1767,1767,"A",-47,"Something made me suspicious of Witness B but i can't pin what it was",TRUE,"2025-03-06T22:22:16Z"
994,1768,1768,"B",100,"Spoke like AI and did not make sense",FALSE,"2025-03-06T22:24:56Z"
995,1769,1769,"A",20,"I think witness A sounded slightly more natural in the beginning but then was less specific in their responses whereas witness B was the opposite and answered more naturally toward the end",FALSE,"2025-03-06T22:26:09Z"
996,1770,1770,"B",100,"conversation seems mroe real",TRUE,"2025-03-06T22:26:16Z"
997,1771,1771,"A",-100,"knows modern slang",TRUE,"2025-03-06T22:27:32Z"
998,1773,1773,"B",3,"They were so human like but witness B was a tiny bit more personal",TRUE,"2025-03-06T22:31:50Z"
999,1772,1772,"B",82,"They were specific with their weekend plans",TRUE,"2025-03-06T22:32:50Z"
1000,1774,1774,"B",45,"Not sure if this is AI, but I think they are human",TRUE,"2025-03-06T22:33:27Z"
1001,1775,1775,"A",12,"they both sounded very human",TRUE,"2025-03-06T22:37:09Z"
1002,1776,1776,"A",-100,"we were discussing things that only real people on ucsd would know like social life, also she used language that gen z uses",TRUE,"2025-03-06T22:39:07Z"
1003,1779,1779,"A",-100,"The way they talk",TRUE,"2025-03-07T17:59:41Z"
1004,1777,1777,"B",83,"spoke much more like a human, less formal, etc.",TRUE,"2025-03-07T18:00:22Z"
1005,1778,1778,"A",-100,"The response time and grammar",TRUE,"2025-03-07T18:00:55Z"
1006,1783,1783,"A",81,"knew about weather",TRUE,"2025-03-07T18:03:31Z"
1007,1780,1780,"B",100,"Witness A is weirdly formal. Witness B is speaking like someone my age",TRUE,"2025-03-07T18:03:54Z"
1008,1782,1782,"B",100,"AI couldn't answer my questions and witness B said ""hbu"" which I feel only humans would say",TRUE,"2025-03-07T18:04:04Z"
1009,1781,1781,"B",70,"They had more random responses than Witness A",TRUE,"2025-03-07T18:05:45Z"
1010,1784,1784,"A",-100,"They were cool and can tell they were a HUMAN",FALSE,"2025-03-07T18:06:09Z"
1011,1787,1787,"B",100,"Witness A is adding acronyms in odd places",TRUE,"2025-03-07T18:07:31Z"
1012,1785,1785,"A",-40,"typed more like a human and the conversation was more natural",FALSE,"2025-03-07T18:07:47Z"
1013,1790,1790,"B",-63,"witness A sounds too robotic",TRUE,"2025-03-07T18:08:18Z"
1014,1786,1786,"A",94,"witness B took way too long for responses, and once again their answers were very structured",FALSE,"2025-03-07T18:08:44Z"
1015,1788,1788,"A",-95,"My conversation with Witness A seemed more laid back than with Witness B",TRUE,"2025-03-07T18:08:53Z"
1016,1793,1793,"B",100,"Their comment was very specific and they were not afraid to say that they didn't know something.",TRUE,"2025-03-07T18:10:16Z"
1017,1794,1794,"B",100,"Witness A didn't know that floor 5 was closed",TRUE,"2025-03-07T18:10:38Z"
1018,1792,1792,"A",100,"they talk like a human",TRUE,"2025-03-07T18:11:10Z"
1019,1791,1791,"B",100,"They gave me realistic responses",TRUE,"2025-03-07T18:11:29Z"
1020,1795,1795,"A",42,"Witness B talked in a manor that was ""too nice"" whereas Witness A answered more chill.",TRUE,"2025-03-07T18:12:23Z"
1021,1796,1796,"A",-100,"They talked about finals, and made abrupt conversation like a person my age would.",TRUE,"2025-03-07T18:13:50Z"
1022,1797,1797,"B",81,"They spoke more naturally and with slang (r, u, gl, etc.)",FALSE,"2025-03-07T18:15:17Z"
1023,1800,1800,"A",-96,"Witness B said my midterm at UCSD which is so vague and no one would ever say that",FALSE,"2025-03-07T18:15:28Z"
1024,1798,1798,"B",68,"i was almost fooled but witness B talked more informally, again",TRUE,"2025-03-07T18:15:44Z"
1025,1799,1799,"B",100,"they talk like a human and think like a human",FALSE,"2025-03-07T18:15:48Z"
1026,1801,1801,"A",-100,"Witness B responses are very fast and formal",TRUE,"2025-03-07T18:16:40Z"
1027,1804,1804,"A",-75,"Witness B gave a very generic answer to a public event",TRUE,"2025-03-07T18:18:11Z"
1028,1808,1808,"B",100,"witness A is avoiding the questions and being robotic",TRUE,"2025-03-07T18:18:12Z"
1029,1803,1803,"A",-38,"the way they talk",TRUE,"2025-03-07T18:18:30Z"
1030,1806,1806,"A",-100,"Witness B is speaking in such short odd sentences
",TRUE,"2025-03-07T18:19:33Z"
1031,1807,1807,"B",100,"Witness A didn't know what happened last night and thought there was a carnival",TRUE,"2025-03-07T18:19:47Z"
1032,1805,1805,"A",-89,"Witness B was slightly too enthusiastic and used proper grammar that I believe it's AI.",FALSE,"2025-03-07T18:20:37Z"
1033,1811,1811,"A",-100,"Witness A more chill responses. B always asks question back",TRUE,"2025-03-07T18:21:25Z"
1034,1809,1809,"B",40,"He was much more personal",FALSE,"2025-03-07T18:22:16Z"
1035,1814,1814,"A",-100,"They knew what happened last night while Witness B made up a fake party",TRUE,"2025-03-07T18:22:55Z"
1036,1816,1816,"B",100,"Informal responses from B too much from A
",FALSE,"2025-03-07T18:23:05Z"
1037,1812,1812,"B",87,"sounds more human like",FALSE,"2025-03-07T18:23:26Z"
1038,1815,1815,"A",-100,"They were cool",TRUE,"2025-03-07T18:23:47Z"
1039,1817,1817,"A",33,"Spoke in a reasonably chill way, knew about the weather",FALSE,"2025-03-07T18:24:37Z"
1040,1810,1810,"B",15,"Witness B gave more details. But, at the same time, I think it's a bit unlikely that someone would give me the exact price instead of just rounding it to 2400 so that's what's holding me back in my confidence rating",TRUE,"2025-03-07T18:24:44Z"
1041,1813,1813,"A",-41,"They're more consistent and show a sense of humor.",FALSE,"2025-03-07T18:25:13Z"
1042,1820,1820,"A",-66,"the way they text seems more laid back",FALSE,"2025-03-07T18:25:26Z"
1043,1819,1819,"A",-100,"witness b was texting like a lawyer",TRUE,"2025-03-07T18:27:06Z"
1044,1825,1825,"A",-90,"Witness B gave very AI sounding responses",TRUE,"2025-03-07T18:27:44Z"
1045,1823,1823,"B",71,"I think the real human was witness B because of the answer they gave back to me. They didn't actually answer my question and responded like one of my friends would.",TRUE,"2025-03-07T18:27:57Z"
1046,1826,1826,"A",-100,"i just know",FALSE,"2025-03-07T18:28:26Z"
1047,1818,1818,"A",70,"The other person used much more wording and assumed that I was part of UCSD",FALSE,"2025-03-07T18:28:33Z"
1048,1821,1821,"B",100,"They were super funny and a little incoherent in writing (which I am too, so I am trusting that they are human)",TRUE,"2025-03-07T18:28:56Z"
1049,1822,1822,"A",100,"they have humor",FALSE,"2025-03-07T18:29:01Z"
1050,1824,1824,"A",20,"Witness B spoke too exaggeratedly",FALSE,"2025-03-07T18:29:02Z"
1051,1829,1829,"B",61,"very tired sounds too formal",FALSE,"2025-03-07T18:29:43Z"
1052,1830,1830,"A",-78,"i just know",FALSE,"2025-03-07T18:31:25Z"
1053,1827,1827,"B",52,"Both sounded pretty normal. but A told me their not human",FALSE,"2025-03-07T18:31:31Z"
1054,1835,1835,"B",59,"i feel like ai wouldnt have said that",TRUE,"2025-03-07T18:32:53Z"
1055,1832,1832,"B",61,"a little more awkward",FALSE,"2025-03-07T18:33:17Z"
1056,1831,1831,"B",100,"They were chaotic and tried to convince me that I was in a simulation... That's a very human thing to do.",TRUE,"2025-03-07T18:33:23Z"
1057,1833,1833,"B",97,"I dont know why but emailing and sending letters is not something I would do when I first meet someone so I think Witness A is AI",FALSE,"2025-03-07T18:33:31Z"
1058,1828,1828,"A",-55,"Witness A was a bit more responsive and gave details about the campus that makes me think it's less likely to be AI",TRUE,"2025-03-07T18:33:54Z"
1059,1834,1834,"B",23,"It's kinda close actually, but B's pauses make it feel more like there's a person behind there",TRUE,"2025-03-07T18:35:57Z"
1060,1837,1837,"B",71,"witness A typed with proper grammar",TRUE,"2025-03-07T18:38:31Z"
1061,1838,1838,"A",-44,"They were specific with their answers to my questions while witness B was just avoiding everything I said",TRUE,"2025-03-07T18:38:34Z"
1062,1836,1836,"A",-86,"The other respondent was giving weird answers, and responding to no questions of mine",TRUE,"2025-03-07T18:38:57Z"
1063,1839,1839,"B",35,"talks more like a human lol. Who uses proper punctuation and capitals?",TRUE,"2025-03-07T18:44:23Z"
1064,1840,1840,"A",-68,"This round was harder because they both gave real sounding answers, but I think witness A is responding more normally.",FALSE,"2025-03-07T18:44:47Z"
1065,1841,1841,"B",90,"witness a gave generic answers",TRUE,"2025-03-07T18:49:25Z"
1066,1842,1842,"A",-28,"Again both conversations seemed 'normal' and flowed but I think witness A is real simply because they included the fact their lectures are recorded.",TRUE,"2025-03-07T18:55:17Z"
1067,1845,1845,"A",86,"witness b gave generic, bland replies. witness a had some spice.",TRUE,"2025-03-07T18:56:59Z"
1068,1843,1843,"A",-65,"Understood pop culture references and was personable",FALSE,"2025-03-07T18:58:06Z"
1069,1844,1844,"B",96,"Witness B is naming real people and is specific about their answers.",FALSE,"2025-03-07T18:58:38Z"
1070,1846,1846,"B",75,"Took time to type responses and had errors like a real human",TRUE,"2025-03-07T18:59:07Z"
1071,1849,1849,"B",100,"Witness A was not convincing in typing pattern or answers",FALSE,"2025-03-07T19:01:52Z"
1072,1850,1850,"B",100,"Witness A did not comprehend basic greeting/conversation skills.",TRUE,"2025-03-07T19:02:23Z"
1073,1847,1847,"B",100,"The inappropriate use of slang in the other chat felt odd",TRUE,"2025-03-07T19:03:16Z"
1074,1851,1851,"B",100,"she was giving real answers, witness a was too formal",TRUE,"2025-03-07T19:03:50Z"
1075,1848,1848,"B",48,"I'm honestly not sure...",TRUE,"2025-03-07T19:04:24Z"
1076,1855,1855,"B",70,"used text slang",FALSE,"2025-03-07T19:06:46Z"
1077,1852,1852,"A",-100,"texted like an average college student",TRUE,"2025-03-07T19:07:57Z"
1078,1854,1854,"B",80,"they showed vulnerability. witness A was just weird",TRUE,"2025-03-07T19:08:45Z"
1079,1853,1853,"B",100,"Typed in lowercase and used slang where as other user was very good with punctuation. They typed too fast and too much to be that precise with punctuation",FALSE,"2025-03-07T19:09:13Z"
1080,1856,1856,"A",-20,"witness B had super weird responses",TRUE,"2025-03-07T19:11:04Z"
1081,1857,1857,"A",-100,"Witness B is not comprehending basic greeting skills, whilst witness A is continuing conversation and using slang at the same time.",FALSE,"2025-03-07T19:11:11Z"
1082,1858,1858,"B",2,"Solid answers with improper grammar?",TRUE,"2025-03-07T19:14:36Z"
1083,1860,1860,"A",-50,"mentioned something about san diego",FALSE,"2025-03-07T19:15:14Z"
1084,1859,1859,"B",90,"Witness A was able to lerfectly recite who Alan Turing was and did not even mention the most popular media in which he is present. In the movie “the imitation game” he is seen breaking enigma. But that is not common knowledge. On the other hand witness B recited a real world event which was Ramadan and taught me a bit about it.",TRUE,"2025-03-07T19:18:14Z"
1085,1862,1862,"B",70,"I don't know, it seems like witness A sent a lot of extra information and in a very formal manner.",TRUE,"2025-03-07T19:19:13Z"
1086,1861,1861,"A",-100,"They were easier to communicate with and not only was answering my questions, but asking their own as well, for the conversation to flow easier.",FALSE,"2025-03-07T19:20:59Z"
1087,1863,1863,"B",50,"more relatable and conversation felt more natural",FALSE,"2025-03-07T19:21:02Z"
1088,1864,1864,"A",-100,"AI was vague and did not type like a college student",TRUE,"2025-03-07T19:21:35Z"
1089,1865,1865,"A",-94,"Witness A was able to actually tell me something that is accurate to real life and something that is also in my own memory. Unless I got double played. But witness B was just either a rly depressed human or an AI pretending to be one.",FALSE,"2025-03-07T19:25:41Z"
1090,1866,1866,"B",20,"used SD references",TRUE,"2025-03-07T19:25:56Z"
1091,1867,1867,"B",48,"Witness B's answers seemed more natural and casual",TRUE,"2025-03-07T19:26:25Z"
1092,1869,1869,"B",100,"Witness A didn't know the name of the principal of their own high school, despite graduating very recently",TRUE,"2025-03-07T19:28:42Z"
1093,1871,1871,"B",-43,"witness A seemed too formal",FALSE,"2025-03-07T19:30:40Z"
1094,1868,1868,"A",-64,"They capitalized the names of places but not much else which leads me to believe this is a person using spellcheck",FALSE,"2025-03-07T19:31:13Z"
1095,1873,1873,"B",-95,"a real human wouldn't say fr probably",TRUE,"2025-03-07T19:31:27Z"
1096,1870,1870,"A",-50,"That was actually crazy. I was really confident in witness A until witness B also mentioned a place here at ucsd. But they also did play if off a little to much like an Ai trying to act as if all students do is drink beer. Jokes on you ucsd students are as sober as we get, because we dont have friends. Still shocking though",FALSE,"2025-03-07T19:33:40Z"
1097,1872,1872,"A",28,"They were using slang and abbreviations",FALSE,"2025-03-07T19:34:11Z"
1098,1874,1874,"A",-27,"never seen anyone say ""thx hows you""",TRUE,"2025-03-07T19:36:18Z"
1099,1875,1875,"B",85,"The conversation just flowed better with Witness B and seemed more human.
",FALSE,"2025-03-07T19:38:55Z"
1100,1876,1876,"A",24,"More personable answers",TRUE,"2025-03-07T19:39:31Z"
1101,1877,1877,"A",-100,"They were unusually aggressive, as though they were determined to seem like an ai",FALSE,"2025-03-07T19:44:07Z"
1102,1879,1879,"B",-100,"witness A answered like AI",TRUE,"2025-03-07T19:44:40Z"
1103,1878,1878,"B",50,"This one was hard, but I at least got some real world information from witness B while witness A did kinda talk like an AI. It hope that was not a human because if it was then I just called them a bot. witness B did also correct me on my professors name, which is something I hope a human would do. But if you guys added info to the AI to control for confounds then you got me good.",FALSE,"2025-03-07T19:46:55Z"
1104,1881,1881,"B",49,"I think witness A has a more robotic tone",TRUE,"2025-03-07T23:54:16Z"
1105,1882,1882,"A",-100,"They were easy to talk to
",TRUE,"2025-03-07T23:58:01Z"
1106,1883,1883,"B",70,"witness A responds too fast and their wording is too professional.",TRUE,"2025-03-07T23:59:01Z"
1107,1885,1885,"A",-100,"They know about the internet memes",TRUE,"2025-03-08T00:02:57Z"
1108,1884,1884,"A",-100,"SO much more real",TRUE,"2025-03-08T00:04:10Z"
1109,1886,1886,"A",-68,"It was giving more in depth answers
",FALSE,"2025-03-08T00:06:09Z"
1110,1887,1887,"B",100,"The other witness said they were at the psyc building when this is an online study. Also witness B is using text language whereas witness A is using formal langauge
",TRUE,"2025-03-08T00:06:22Z"
1111,1889,1889,"B",100,"Witness A responded too quickly and too formal.",TRUE,"2025-03-08T00:06:57Z"
1112,1890,1890,"A",-100,"talks like a human",TRUE,"2025-03-08T00:08:55Z"
1113,1888,1888,"A",-99,"more real and we talked abt school",FALSE,"2025-03-08T00:09:49Z"
1114,1892,1892,"A",-100,"Responded like a regular human, the AI (witness B) was too formal",FALSE,"2025-03-08T00:10:33Z"
1115,1894,1894,"B",100,"talks like a human",FALSE,"2025-03-08T00:11:15Z"
1116,1895,1895,"A",-100,"seems human",TRUE,"2025-03-08T00:12:25Z"
1117,1891,1891,"A",-49,"Witness B was sounding a little too enthusiastic to be a human, also i realized it was other students on the other side, so they wouldn't put in that much effort to ask me questions about myself",TRUE,"2025-03-08T00:12:52Z"
1118,1897,1897,"B",100,"quick, human like responses",FALSE,"2025-03-08T00:14:43Z"
1119,1893,1893,"B",40,"they gave short answers that felt real",FALSE,"2025-03-08T00:14:48Z"
1120,1896,1896,"A",-100,"The text language and responses were humany.",TRUE,"2025-03-08T00:18:18Z"
1121,1899,1899,"B",100,"he chuzz",TRUE,"2025-03-08T00:19:23Z"
1122,1898,1898,"B",53,"bc they asked if they were real",TRUE,"2025-03-08T00:20:51Z"
1123,1901,1901,"A",-80,"Witness B sounded too clueless",TRUE,"2025-03-08T00:21:01Z"
1124,1902,1902,"A",-96,"caude they didnt ansewer me",TRUE,"2025-03-08T00:24:07Z"
1125,1900,1900,"A",-100,"Too prefect grammar. The first message was an immediate red flag. However, I didn't realize we could simultaneously speak to the witnesses",TRUE,"2025-03-08T00:24:11Z"
1126,1903,1903,"A",-71,"I don't know why , it feels right",TRUE,"2025-03-08T00:25:44Z"
1127,1904,1904,"A",-100,"They sounds human",TRUE,"2025-03-08T00:28:36Z"
1128,1905,1905,"A",-87,"it gave me the temperature in celcius, and with the degree symbol and you can't copy and paste i believe into the text box",FALSE,"2025-03-08T00:33:11Z"
1129,1907,1907,"B",100,"Witness B didn't use proper capitalization and used ""Gen Z"" slang while speaking to me. It was pretty clear that this was the real human.",TRUE,"2025-03-08T19:02:37Z"
1130,1909,1909,"A",-100,"The way they spoke",FALSE,"2025-03-08T19:04:01Z"
1131,1910,1910,"B",65,"seemed like a more natural conversation; the AI (or what I think was the AI) was using too many abbreviations and slang to the point where it seemed forced",TRUE,"2025-03-08T19:05:30Z"
1132,1911,1911,"A",-39,"They know more lore
",TRUE,"2025-03-08T19:06:01Z"
1133,1915,1915,"A",80,"responses were pretty similar to how i text my friends. witness B seemed a little too formal and punctual",FALSE,"2025-03-08T19:07:06Z"
1134,1912,1912,"A",-100,"The responses I was receiving seemed real",TRUE,"2025-03-08T19:07:10Z"
1135,1913,1913,"B",100,"the style of texting from witness B was way more casual and the conversation felt more personal",TRUE,"2025-03-08T19:07:12Z"
1136,1914,1914,"A",-92,"They are positive and upbeat responses with no consistent grammar",TRUE,"2025-03-08T19:07:23Z"
1137,1916,1916,"B",100,"typed like a college student",TRUE,"2025-03-08T19:10:57Z"
1138,1917,1917,"A",-99,"witness B kept avoiding questions and was really weird in general",TRUE,"2025-03-08T19:11:12Z"
1139,1918,1918,"B",100,"they got personal",FALSE,"2025-03-08T19:11:16Z"
1140,1919,1919,"B",82,"He real",TRUE,"2025-03-08T19:12:19Z"
1141,1920,1920,"B",100,"diction. personality. the all caps and punctuation from witness A",TRUE,"2025-03-08T19:12:41Z"
1142,1926,1926,"A",-100,"This witness misspelt a word.",TRUE,"2025-03-08T19:13:18Z"
1143,1924,1924,"B",92,"we connected",FALSE,"2025-03-08T19:13:38Z"
1144,1921,1921,"A",-70,"I believe it was witness A because they typed in only lowercase letters which is a very common thing for students to do around college age that I don’t think ai would know to replicate. I don’t think it was B because the responses felt very automated.",TRUE,"2025-03-08T19:14:08Z"
1145,1922,1922,"B",70,"Witness B did not use proper punctuation and capitalization. This person also brought up family members, which adds a personal touch and AI does not do that.",TRUE,"2025-03-08T19:15:57Z"
1146,1923,1923,"B",100,"Cause their answer sounds real, and the witness A doesn't know today is Saturday. So I suspect",TRUE,"2025-03-08T19:16:36Z"
1147,1930,1930,"A",-100,"Witness A used more informal language and abbreviations, while witness B used formal language despite the lowercase and barely any   punctuation.",FALSE,"2025-03-08T19:16:40Z"
1148,1925,1925,"B",77,"responded faster",TRUE,"2025-03-08T19:16:43Z"
1149,1927,1927,"B",100,"i sent something that would typically be used to break ""no contact"" relationship to both. witness B was playing along with it while witness A was a bit more serious, also punctuation gave it away",TRUE,"2025-03-08T19:16:53Z"
1150,1928,1928,"B",100,"replies took way too long from witness A and texting style keeps changing like its trying to adapt to what im saying",FALSE,"2025-03-08T19:17:16Z"
1151,1929,1929,"A",-37,"Got rude and used slang, kinda funny.",TRUE,"2025-03-08T19:18:00Z"
1152,1931,1931,"A",-100,"sounded more human",TRUE,"2025-03-08T19:19:40Z"
1153,1936,1936,"A",-100,"the answers i received from witness a were more realistic",TRUE,"2025-03-08T19:20:18Z"
1154,1937,1937,"A",-100,"He is him he is twin",TRUE,"2025-03-08T19:20:28Z"
1155,1933,1933,"A",-100,"Witness A delivered a more casual conversation in comparison with witness B.",TRUE,"2025-03-08T19:20:43Z"
1156,1932,1932,"B",100,"the way they spoke.",TRUE,"2025-03-08T19:21:00Z"
1157,1934,1934,"A",100,"had some sayings that i would typically use with friends of mine or things you see on the internet.",TRUE,"2025-03-08T19:21:07Z"
1158,1935,1935,"B",80,"I am in psyc 154 and witness A said discussion... i dont think we have discussion....",TRUE,"2025-03-08T19:22:47Z"
1159,1940,1940,"B",100,"again, the bot style of texting is obvious and keeps switching up",TRUE,"2025-03-08T19:23:28Z"
1160,1939,1939,"B",96,"He talks like a real person",TRUE,"2025-03-08T19:23:58Z"
1161,1943,1943,"A",88,"they felt real",TRUE,"2025-03-08T19:24:00Z"
1162,1938,1938,"A",-94,"Witness B made literally zero sense and it was honestly kind of creepy. Witness A felt like a normal conversation between two college students. I would be surprised if witness b was actually the human, I put 94 on the off chance it was just a person messing with me",TRUE,"2025-03-08T19:26:20Z"
1163,1941,1941,"A",-38,"Both seemed like human but witness A more",FALSE,"2025-03-08T19:26:28Z"
1164,1942,1942,"A",-61,"Because witness has talk about something that off topic and they didn't know that i had a typo.",FALSE,"2025-03-08T19:27:00Z"
1165,1947,1947,"A",-100,"wok",TRUE,"2025-03-08T19:27:12Z"
1166,1944,1944,"B",100,"more human-like answers",FALSE,"2025-03-08T19:28:00Z"
1167,1945,1945,"B",100,"i was getting confused at first but then she started talking about stuff without me having to ask questions so i knew",TRUE,"2025-03-08T19:28:44Z"
1168,1946,1946,"A",-91,"was cracking inappropriate jokes which i do not think ai would",TRUE,"2025-03-08T19:29:39Z"
1169,1950,1950,"A",-73,"Witness A used lots of abbreviations and slang; witness B also used slang, but not much abbreviations though.",FALSE,"2025-03-08T19:30:28Z"
1170,1953,1953,"B",-52,"the way they spoke",TRUE,"2025-03-08T19:31:22Z"
1171,1948,1948,"B",23,"This one felt a lot harder, they both had lowercase letters. I just don’t think a sophomore would be taking only two very entry level classes. Witness b felt a little more realistic",TRUE,"2025-03-08T19:32:46Z"
1172,1949,1949,"B",0,"responses from a were very complete sounding like ai however they were answering the questions well and b sounds human but didnt answer my quesitons",TRUE,"2025-03-08T19:33:08Z"
1173,1952,1952,"B",69,"They mentioned my teacher by name for my class and gave more specific details",FALSE,"2025-03-08T19:33:19Z"
1174,1954,1954,"B",53,"Both are human",TRUE,"2025-03-08T19:33:50Z"
1175,1960,1960,"B",100,"typed like a human",FALSE,"2025-03-08T19:35:16Z"
1176,1961,1961,"A",-23,"Both are human",TRUE,"2025-03-08T19:36:15Z"
