"ai_model_id","interrogator_user_id","ai_witness_id","human_witness_id","interrogator_id","id","status","created_at","finished_at","verdict_at","last_updated","is_test","day","duration","verdict_id","verdict","confidence","reason","is_correct","success","human_witness_user_id","gender","year_of_birth","education","chatbot_interaction_frequency","familiarity_with_GPT","expt_aware","expt_aware_details","source","study","sona_credit_granted","emotion","intelligence","strategy","strategy_change","accuracy_estimate","other","age","ai_model","family","model_name","active","interrogator_game_index","ai_model_long"
50,3322,4159,4158,2087,2087,"verdict",2025-03-11 17:14:58,2025-03-11 17:19:58,"2025-03-11T17:20:55Z","2025-03-11T17:20:55Z",FALSE,2025-03-11,300,1302,"B",100,"They talked in lowercase and didn't make sure everything had the right punctuation",TRUE,TRUE,3328,"F",2004,2,4,2,FALSE,NA,2,NA,FALSE,4,5,"I went in asking questions like how was you weekend and tried building on that. If it seemed like the conversation was ending I would just ask a random question.","As the interrogator, I tried eventually began asking more straightfoward and interesting questions that I could relate to.",4,"I think it would've been more fun if the AI gave more human like responses to make it harder to decide",21,"gpt-4o_minimal","control","gpt-4o-2024-08-06",TRUE,3,"gpt-4o_minimal_sona"
50,3329,4121,4120,2068,2068,"verdict",2025-03-11 17:03:06,2025-03-11 17:08:07,"2025-03-11T17:09:56Z","2025-03-11T17:09:56Z",FALSE,2025-03-11,301,1280,"B",56,"Witness A also seems very AI-y, also like I'm talking to someone much older.",TRUE,TRUE,3304,"F",2006,2,1,1,FALSE,NA,2,NA,FALSE,2,4,"I kind of just used intuition because I approached it like an actual conversation","I would say yes, because I became more direct towards the end instead of staying reserved.",1,"Nope :)",19,"gpt-4o_minimal","control","gpt-4o-2024-08-06",TRUE,2,"gpt-4o_minimal_sona"
50,2992,3543,3542,1779,1779,"verdict",2025-03-07 17:58:15,2025-03-07 17:59:41,"2025-03-07T17:59:42Z","2025-03-07T17:59:42Z",FALSE,2025-03-07,86,1003,"A",-100,"The way they talk",TRUE,TRUE,2765,"F",2005,2,4,3,FALSE,NA,2,NA,FALSE,4,5,"The way they talked","No it didn’t",3,NA,20,"gpt-4o_minimal","control","gpt-4o-2024-08-06",TRUE,1,"gpt-4o_minimal_sona"
50,2998,3607,3606,1811,1811,"verdict",2025-03-07 18:18:41,2025-03-07 18:21:25,"2025-03-07T18:21:25Z","2025-03-07T18:21:25Z",FALSE,2025-03-07,164,1033,"A",-100,"Witness A more chill responses. B always asks question back",TRUE,TRUE,2748,"F",2004,2,2,3,FALSE,NA,2,NA,FALSE,2,3,"If they were more formal, use proper punctuation, and would ask me a question back.","Not much. I would ask questions about classes or sona",3,"loved the experiment!",21,"gpt-4o_minimal","control","gpt-4o-2024-08-06",TRUE,2,"gpt-4o_minimal_sona"
50,3178,4165,4164,2090,2090,"verdict",2025-03-11 17:16:47,2025-03-11 17:20:50,"2025-03-11T17:20:51Z","2025-03-11T17:20:51Z",FALSE,2025-03-11,243,1301,"B",100,"Witness A provided long answers that touched deeper into the subjects than initially asked. Otherwise, Witness B was to the point and gave meaningful answers in less words.",TRUE,TRUE,3041,"M",2004,2,3,2,FALSE,NA,2,NA,FALSE,2,3,"It was the personability of the Witness and seeing if their answers were supported but not considerably lengthy with filler details. In some cases, both were short but the one that was too generalized was more likely to be the AI.","Just evaluations of personability changed, whereas most things were not changing throughout the duration of the study.",3,"I do not!",21,"gpt-4o_minimal","control","gpt-4o-2024-08-06",TRUE,4,"gpt-4o_minimal_sona"
50,3068,3767,3766,1891,1891,"verdict",2025-03-08 00:07:00,2025-03-08 00:12:00,"2025-03-08T00:12:54Z","2025-03-08T00:12:54Z",FALSE,2025-03-08,300,1117,"A",-49,"Witness B was sounding a little too enthusiastic to be a human, also i realized it was other students on the other side, so they wouldn't put in that much effort to ask me questions about myself",TRUE,TRUE,3079,"F",2003,3,4,2,FALSE,NA,2,NA,FALSE,3,2,"I was looking at their tone of voice","i noticed that if people were acting a little bit too excited it was definitely a bot",3,NA,22,"gpt-4o_minimal","control","gpt-4o-2024-08-06",TRUE,2,"gpt-4o_minimal_sona"
50,2923,3412,3411,1713,1713,"verdict",2025-03-06 18:05:58,2025-03-06 18:08:22,"2025-03-06T18:08:22Z","2025-03-06T18:08:22Z",FALSE,2025-03-06,144,945,"A",-100,"They responded fast and in text slang.",TRUE,TRUE,2911,"M",2006,2,3,2,FALSE,NA,2,NA,FALSE,2,3,"I just sort of asked the AI personal, or school centric information that I knew only the students here at UCSD would know.","I went from just asking the participants general stuff, and started narrowing down my questions like going to questions such as ""what classes are you doing this for?""",3,"I think the experiment was fun.",19,"gpt-4o_minimal","control","gpt-4o-2024-08-06",TRUE,1,"gpt-4o_minimal_sona"
50,2912,3418,3417,1716,1716,"verdict",2025-03-06 18:07:12,2025-03-06 18:09:01,"2025-03-06T18:09:03Z","2025-03-06T18:09:03Z",FALSE,2025-03-06,109,948,"A",-90,"weirdly formal",FALSE,FALSE,2778,"F",2006,3,1,2,FALSE,NA,2,NA,FALSE,3,4,"I was trying to see what was most similar to how I respond.","A little bit because I had look at the small differences.",4,"nope",19,"gpt-4o_minimal","control","gpt-4o-2024-08-06",TRUE,3,"gpt-4o_minimal_sona"
50,2930,3509,3508,1762,1762,"verdict",2025-03-06 22:11:11,2025-03-06 22:15:58,"2025-03-06T22:15:58Z","2025-03-06T22:15:58Z",FALSE,2025-03-06,287,989,"B",81,"Witness A was just too robotic, the sentences just seem too structured",TRUE,TRUE,2941,"M",2006,2,1,2,FALSE,NA,2,NA,FALSE,3,2,"my approach was to greet them in a very informal manner and depending on the response I'd determine if they were a human or AI. One method I saw was to ask both witnesses and expect a response.","I did change my method by taking about previous test I did and trying to relate to the witness.",4,"I thought the AI's responses were a little predicable.",19,"gpt-4o_minimal","control","gpt-4o-2024-08-06",TRUE,3,"gpt-4o_minimal_sona"
50,2931,3513,3512,1764,1764,"verdict",2025-03-06 22:15:22,2025-03-06 22:18:49,"2025-03-06T22:18:49Z","2025-03-06T22:18:49Z",FALSE,2025-03-06,207,990,"B",75,"Their way of speak is more informal, and they were quick to answer their plans",TRUE,TRUE,2834,NA,NA,NA,NA,NA,FALSE,NA,2,NA,FALSE,0,0,NA,NA,0,NA,NA,"gpt-4o_minimal","control","gpt-4o-2024-08-06",TRUE,2,"gpt-4o_minimal_sona"
50,2816,3833,3832,1924,1924,"verdict",2025-03-08 19:11:22,2025-03-08 19:13:38,"2025-03-08T19:13:40Z","2025-03-08T19:13:40Z",FALSE,2025-03-08,136,1143,"B",92,"we connected",FALSE,FALSE,3116,"F",2004,2,3,2,FALSE,NA,2,NA,FALSE,4,5,"I know ai cannot get personal so I tried to get under their skin a little bit.","Yes, because it was harder to decide who was ai",2,"no",21,"gpt-4o_minimal","control","gpt-4o-2024-08-06",TRUE,2,"gpt-4o_minimal_sona"
50,2630,3599,3598,1807,1807,"verdict",2025-03-07 18:15:49,2025-03-07 18:19:47,"2025-03-07T18:19:47Z","2025-03-07T18:19:47Z",FALSE,2025-03-07,238,1031,"B",100,"Witness A didn't know what happened last night and thought there was a carnival",TRUE,TRUE,2742,"M",2003,2,2,2,FALSE,NA,2,NA,FALSE,4,5,"I used the method of environmental or social events that AI would not have knowledge about. Like if a tree fell on campus or if a road was closed down. Also I could tell by the formatting of sentences and slang used.","Yes it did. In the beginning I took a simple Q&A approach but later I changed it to more random or specific questioning that anyone outside of UCSD wouldn't know.",3,"I think this is a really fun experiment and that the live interaction is an amazing touch to the game.",22,"gpt-4o_minimal","control","gpt-4o-2024-08-06",TRUE,3,"gpt-4o_minimal_sona"
50,2907,3402,3401,1708,1708,"verdict",2025-03-06 18:02:41,2025-03-06 18:03:56,"2025-03-06T18:03:56Z","2025-03-06T18:03:56Z",FALSE,2025-03-06,75,939,"A",-100,"The ai said an outdated meme",TRUE,TRUE,2912,"F",2006,2,3,2,FALSE,NA,2,NA,FALSE,4,5,"I tried to ask questions only UCSD students would know. I also tried picking up on their response time, how often they used slang, and how natural the flow of conversation was going.","They did, I tried asking more questions that Gen-Z people would know.",3,"Nope",19,"gpt-4o_minimal","control","gpt-4o-2024-08-06",TRUE,2,"gpt-4o_minimal_sona"
50,3434,4415,4414,2215,2215,"verdict",2025-03-12 16:25:15,2025-03-12 16:28:50,"2025-03-12T16:28:50Z","2025-03-12T16:28:50Z",FALSE,2025-03-12,215,1419,"A",-42,"conversation more like human",FALSE,FALSE,3370,"M",2001,3,3,3,FALSE,NA,2,NA,FALSE,4,4,"i ask question see how is the tone when they answer my question.","i didn't change",2,"is really fun",24,"gpt-4o_minimal","control","gpt-4o-2024-08-06",TRUE,2,"gpt-4o_minimal_sona"
50,2742,3541,3540,1778,1778,"verdict",2025-03-07 17:57:56,2025-03-07 18:00:55,"2025-03-07T18:00:55Z","2025-03-07T18:00:55Z",FALSE,2025-03-07,179,1005,"A",-100,"The response time and grammar",TRUE,TRUE,2748,"M",2003,2,4,3,FALSE,NA,2,NA,FALSE,3,4,"how their responses were","I tried staying the same tone",4,"nope",22,"gpt-4o_minimal","control","gpt-4o-2024-08-06",TRUE,1,"gpt-4o_minimal_sona"
50,2934,3527,3526,1771,1771,"verdict",2025-03-06 22:22:20,2025-03-06 22:27:20,"2025-03-06T22:27:32Z","2025-03-06T22:27:32Z",FALSE,2025-03-06,300,997,"A",-100,"knows modern slang",TRUE,TRUE,2930,"F",2004,3,3,2,FALSE,NA,2,NA,FALSE,3,3,"I used gen z slang to see if they recognized the vocabulary","no, i think my method was pretty effective",2,"i think that improving the Ai models to recognize slang, type in lowercase etc when interacting with college students would make it more difficult",21,"gpt-4o_minimal","control","gpt-4o-2024-08-06",TRUE,2,"gpt-4o_minimal_sona"
50,3041,4131,4130,2073,2073,"verdict",2025-03-11 17:06:47,2025-03-11 17:11:48,"2025-03-11T17:12:59Z","2025-03-11T17:12:59Z",FALSE,2025-03-11,301,1288,"A",-100,"i don't think ai systems can replicate the way real people type when talking to someone",TRUE,TRUE,3308,"F",2004,2,3,2,FALSE,NA,2,NA,FALSE,2,4,"i would go based off consistency,  i don't think humans would randomly switch from uppercase to lowercase in the same message. i would also note the frequency and use of slang","at first i would just say hello how r u doing but as it progressed i just started asking more random questions n trying to get them to talk more in depth",3,"this was fun!",21,"gpt-4o_minimal","control","gpt-4o-2024-08-06",TRUE,2,"gpt-4o_minimal_sona"
50,2448,4403,4402,2209,2209,"verdict",2025-03-12 16:19:47,2025-03-12 16:22:27,"2025-03-12T16:22:28Z","2025-03-12T16:22:28Z",FALSE,2025-03-12,160,1411,"B",-100,"Witness A talks too informally for most people around this age group.",TRUE,TRUE,3172,"F",2006,2,1,1,FALSE,NA,2,NA,FALSE,3,5,"I just used my gut intuition and chose the witness who seemed most like a person or who texted most like me.","Not really, I would say I used the same method all throughout.",2,"I thought that was a fun experiment and I actually liked chatting with the witnesses.",19,"gpt-4o_minimal","control","gpt-4o-2024-08-06",TRUE,3,"gpt-4o_minimal_sona"
50,2776,3709,3708,1862,1862,"verdict",2025-03-07 19:15:20,2025-03-07 19:19:13,"2025-03-07T19:19:13Z","2025-03-07T19:19:13Z",FALSE,2025-03-07,233,1085,"B",70,"I don't know, it seems like witness A sent a lot of extra information and in a very formal manner.",TRUE,TRUE,2773,"F",2004,3,1,2,TRUE,NA,2,NA,FALSE,3,5,"I didn't really have a method; I looked at how specific their answers were, if they were too casual or too formal, but I was just guessing based off of intuition.","Yes, I started asking more specific questions like what the weather is like to see how specific and accurate their answers would be.",2,"N/A",21,"gpt-4o_minimal","control","gpt-4o-2024-08-06",TRUE,3,"gpt-4o_minimal_sona"
50,3160,4429,4428,2222,2222,"verdict",2025-03-12 16:29:46,2025-03-12 16:31:26,"2025-03-12T16:31:26Z","2025-03-12T16:31:26Z",FALSE,2025-03-12,100,1422,"A",-49,"The other witness replied in a weird way",FALSE,FALSE,3431,"F",2003,2,2,2,FALSE,NA,2,NA,FALSE,4,3,"I just wanted to see what a real person of this time would say and how they would reply. I watched their lingo.","Yes, I was first looking for proper replies but then realized the AI was pretending to be human.",3,"No",22,"gpt-4o_minimal","control","gpt-4o-2024-08-06",TRUE,4,"gpt-4o_minimal_sona"
50,3264,4047,4046,2031,2031,"verdict",2025-03-10 17:18:17,2025-03-10 17:21:48,"2025-03-10T17:21:48Z","2025-03-10T17:21:48Z",FALSE,2025-03-10,211,1244,"B",70,"Because its asking questions that a human would ask as a follow-up.",FALSE,FALSE,3255,"M",2002,2,2,2,FALSE,NA,2,NA,FALSE,4,4,"Looking for cues like, words: lol, fr, and other. That really tells whether its a human or not.","No, I kept it the same and it helped.",3,"Really good.",23,"gpt-4o_minimal","control","gpt-4o-2024-08-06",TRUE,1,"gpt-4o_minimal_sona"
50,3431,4375,4374,2195,2195,"verdict",2025-03-12 16:09:30,2025-03-12 16:14:30,"2025-03-12T16:15:02Z","2025-03-12T16:15:02Z",FALSE,2025-03-12,300,1400,"B",100,"Very automated, and robotic-sounding to me.",FALSE,FALSE,3172,"F",2005,2,3,4,FALSE,NA,2,NA,FALSE,4,4,"I looked for sentence structure, punctuation and things... I also looked for generic responses, which I think usually come from AI chatbots. It was difficult to tell sometimes.","Kind of. At times, both witnesses sounded pretty ""humanly"". At that point I looked for other factors.",2,"I found it fun and engaging.",20,"gpt-4o_minimal","control","gpt-4o-2024-08-06",TRUE,2,"gpt-4o_minimal_sona"
50,3308,4193,4192,2104,2104,"verdict",2025-03-11 17:22:48,2025-03-11 17:27:45,"2025-03-11T17:27:45Z","2025-03-11T17:27:45Z",FALSE,2025-03-11,297,1314,"A",-100,"the typing and punctuation gives a big lead in, and the human uses typing quirks and is more expressive with their language. the ai is relatively robotic and simply answers questions directly without adding personal flair",TRUE,TRUE,3335,"F",2004,2,3,3,FALSE,NA,2,NA,FALSE,3,4,"i first tried to determine through typing styles + language expression, and later tried to ask for personal memories + experiences. can be difficult to make these things up and most humans will have something to talk about","yes! it was interesting how different ai's were prompted to speak; the ones that sounded more personable i had more trouble with + tried to ask for more detailed answers that only a student or human would know (ie what classes with what prof have you taken, favorite memory)",3,"this is super interesting! hope to see result of this study when it's completed",21,"gpt-4o_minimal","control","gpt-4o-2024-08-06",TRUE,2,"gpt-4o_minimal_sona"
50,2778,3436,3435,1725,1725,"verdict",2025-03-06 18:14:02,2025-03-06 18:19:03,"2025-03-06T18:19:39Z","2025-03-06T18:19:39Z",FALSE,2025-03-06,301,958,"B",51,"Not really sure, just a hunch",FALSE,FALSE,2923,"F",2003,3,1,2,FALSE,NA,2,NA,FALSE,3,5,"Mainly the language they used when they responded and the flow of the conversation.","No I wouldn't say so. I would just see if the energy was reciprocated back.",3,"n/a",22,"gpt-4o_minimal","control","gpt-4o-2024-08-06",TRUE,2,"gpt-4o_minimal_sona"
50,3109,4003,4002,2009,2009,"verdict",2025-03-10 16:58:18,2025-03-10 17:03:18,"2025-03-10T17:04:18Z","2025-03-10T17:04:18Z",FALSE,2025-03-10,300,1224,"B",90,"Witness B were very casual and did not take a predicted amount of time between each response.",TRUE,TRUE,3255,"M",2003,2,3,3,TRUE,NA,2,NA,FALSE,3,5,"My approach in deciding whether a Witness was human or an AI was based, if not entirely, upon how they reciprocated. I would engage the witnesses as if they were both human and I would gauge how connective their responses were to my questions. I did this because I honestly didn't have a thoughtful plan to work with.","It changed somewhat because I could immediately guess who the human was because the AI was more social and formal. There is an internal discrepancy understood in my brain between situations involving strangers and friends, and the AI was talking as if they knew me already. However, my perspective changed when both witnesses became more comparative. The AI in the later rounds became more devoid of emotion. I became more vigilant against that behavior.",4,"No.",22,"gpt-4o_minimal","control","gpt-4o-2024-08-06",TRUE,1,"gpt-4o_minimal_sona"
50,3120,3849,3848,1932,1932,"verdict",2025-03-08 19:16:37,2025-03-08 19:21:00,"2025-03-08T19:21:00Z","2025-03-08T19:21:00Z",FALSE,2025-03-08,263,1156,"B",100,"the way they spoke.",TRUE,TRUE,3112,"M",2004,2,3,2,FALSE,NA,2,NA,FALSE,3,5,"I asked them specific questions about ucsd, that students should know the answer to.","I feel like the ai got more human as time went on.",3,"This was fun",21,"gpt-4o_minimal","control","gpt-4o-2024-08-06",TRUE,2,"gpt-4o_minimal_sona"
50,3073,3795,3794,1905,1905,"verdict",2025-03-08 00:28:39,2025-03-08 00:33:11,"2025-03-08T00:33:11Z","2025-03-08T00:33:11Z",FALSE,2025-03-08,272,1128,"A",-87,"it gave me the temperature in celcius, and with the degree symbol and you can't copy and paste i believe into the text box",FALSE,FALSE,3079,"F",2004,2,2,2,FALSE,NA,2,NA,FALSE,3,4,"I tried to ask very specific questions, or just outlandish questions.If their responses were too specfic that was a sign of AI or if was too general that was also a sign of ai.","Sometimes, I asked the same question to see if I'd get the same response over and over again. This would tell me if the witness was an AI or not, but it didn't work out so i stopped doing it.",2,"This was fun.",21,"gpt-4o_minimal","control","gpt-4o-2024-08-06",TRUE,4,"gpt-4o_minimal_sona"
50,3132,3857,3856,1936,1936,"verdict",2025-03-08 19:17:42,2025-03-08 19:20:18,"2025-03-08T19:20:19Z","2025-03-08T19:20:19Z",FALSE,2025-03-08,156,1153,"A",-100,"the answers i received from witness a were more realistic",TRUE,TRUE,3122,"F",2004,2,1,3,FALSE,NA,2,NA,FALSE,2,3,"Asking specific questions about ucsd rather than generic questions","Specified my questions more",3,"n/a",21,"gpt-4o_minimal","control","gpt-4o-2024-08-06",TRUE,2,"gpt-4o_minimal_sona"
50,3355,4297,4296,2156,2156,"verdict",2025-03-11 18:20:00,2025-03-11 18:25:00,"2025-03-11T18:29:38Z","2025-03-11T18:29:38Z",FALSE,2025-03-11,300,1370,"B",50,"I feel like it's witness B, idk if it's because they just are really dry when texting but I didn't feel the most connection or vibe, but I feel like that might have been a signal that this person is a human and stuff because I feel like AI would try to be more friendlier cuz it's programmed that way, whereas humans are programmed one way, they're unpredictable and nice or mean or confusing, witness A had a pleasant conversation, it was really nice and I feel like a human could write like this like a really nice person, but I feel like there's too many perfect punctuation and no spelling mistakes nor grammar",TRUE,TRUE,3361,"F",2004,2,3,1,FALSE,NA,2,NA,FALSE,2,4,"I think I focused on conversational flow, puncupation, grammar, spelling, syntax, slang, cultural specific, childhood specific, hobbies as well, I also started and asked most questions with more conversational text slang to see if I would get that sort of vibe as well, ik it varies with person though in how they text or speak with spelling and other language choices, but I feel like what I used to differentiate between the two was more specific details I wrote it in each one","I think my approach definitely changed I started being more comfortable and exploring more and trying different things in each conversation (what I mentioned above) because people respond differently and it was also interesting to see how AI also changed",2,"Wait I wanted to know whether I got it wrong or right, I wanted to see the results! Also lowkey, one of the three games I was really really shocked because it was hard to differentiate, I couldn't tell if it was the person's personality was dry or if it was the AI",21,"gpt-4o_minimal","control","gpt-4o-2024-08-06",TRUE,2,"gpt-4o_minimal_sona"
50,3156,4069,4068,2042,2042,"verdict",2025-03-10 17:29:07,2025-03-10 17:32:11,"2025-03-10T17:32:11Z","2025-03-10T17:32:11Z",FALSE,2025-03-10,184,1255,"B",100,"Witness A is basically ChatGPT why are they so dry?",TRUE,TRUE,2805,"F",2003,2,4,4,FALSE,NA,2,NA,FALSE,4,2,"If they used slang, or misspelled some words, or if they had a casual flow in conversation, they were probably human.","Not really?
",3,"Thanks for your hard work!",22,"gpt-4o_minimal","control","gpt-4o-2024-08-06",TRUE,4,"gpt-4o_minimal_sona"
50,2660,3811,3810,1913,1913,"verdict",2025-03-08 19:02:15,2025-03-08 19:07:12,"2025-03-08T19:07:13Z","2025-03-08T19:07:13Z",FALSE,2025-03-08,297,1135,"B",100,"the style of texting from witness B was way more casual and the conversation felt more personal",TRUE,TRUE,3133,"F",2005,2,3,2,TRUE,NA,2,NA,FALSE,2,5,"My approach was to see if they could name specific things/struggles/people that were more relatable to pop culture or UCSD student culture and could not be understood by AI. Occasionally I would slip in a joke that most people my age range are aware of to see if they understood or tried questioning it if they didn't.","My approach was more surface-level at the beginning of the experiment but became more loose and casual by the end as the AI was advancing. I needed to get personal with people quicker.",4,NA,20,"gpt-4o_minimal","control","gpt-4o-2024-08-06",TRUE,1,"gpt-4o_minimal_sona"
